airline_sentiment,text
negative,@united appreciate it- but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue
negative,@AmericanAir I've been on hold for 4 hrs- no call bk either. Family of 4 trying to get from HDN to DFW flight 1418 direct. Need new info plz
negative,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.
negative,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?
negative,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?
negative,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
negative,@USAirways Please don't trivialize me.  This is a joke- not a slow day or slow experience
negative,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?
negative,@USAirways cannot add my frequent flyer number on your website.  Can you help?
negative,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN
negative,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???
negative,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.
negative,@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???
negative,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :)
negative,@AmericanAir I would like to be reimbursed for my shuttle from Denver after #1080 diversion 6+ hours sitting in plane and mech problems
negative,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?
negative,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable
negative,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this longð
negative,@AmericanAir My connecting flight to DFW was Cancelled Flightled and need to get to IND tomorrow. Any way I can get this sorted out? Been holding 1h08
negative,@united you have now lost my bag. Never ever flying United again #joke
negative,BUT @united just re-booked to BOS
negative,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways
negative,@united not happening.  Delta took care of us.  Peace!
negative,".@AmericanAir @USAirways Add insult to injury you guys ""misplaced"" my bag. "
negative,@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.
negative,@united @DelonGerry ual sucks
positive,@united whats UA 1205 lax - newark ??
negative,@jetblue terrible landing on 915
positive,@AmericanAir Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm
negative,@AmericanAir has to be the worst airline in the world #yousuck #horrible #Oscars2015
negative,@USAirways Storm or no storm- your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.
negative,@AmericanAir it doesn't allow me to hold. That's the problem.
negative,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience?
negative,@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :)
negative,@AmericanAir flight Cancelled Flighted! I'm trying to get to #chicago. What are me and @justynmoro gonna do. #flying#flight#travel
negative,@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved- nothing
positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
positive,@AmericanAir please rebook me from Seattle to Columbus Tue 2/24- locator: KARAAX- name: Mitchell M Neuer
positive,@united can you help me add my KTN to this reservation PLZ?
positive,@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas- BE READY!!! http://t.co/vHgkiTzSaw
negative,@AmericanAir so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset
negative,@AmericanAir wait times of 2 hours to talk with an exec plt agent- what is going on!!!
positive,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1
negative,@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!
negative,@AmericanAir just landed - 3hours Late Flight - and now we need to wait TWENTY MORE MINUTES for a gate!  I have patience but none for incompetence.
negative,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.
negative,@AmericanAir highly disappointed in the baggage service with this merge with @USAirways you guys have lost our 1st bag and now missing items
negative,@AmericanAir @robinreda being stuck two days in the airport is not something pretty normal. I am positive you can find a plane to Europe
negative,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
negative,@AmericanAir @robinreda that can be a stop over before Paris. You are an embarrassment
negative,@AmericanAir still waiting on a dm response..... #sloooowresponses
positive,@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight- and they kept things entertaining
negative,@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying- I'm rethinking that...
negative,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.
negative,@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.
positive,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.
negative,@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs
negative,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?
positive,@VirginAmerica your beautiful front-end design is down right now
negative,@AmericanAir is the 24/7 phone line open? On hold for over 2 hours now. Your check-in agents cannot help at the airport itself. Please help.
positive,@AmericanAir Why did  AA973 return to JFK? Thanks :)
positive,@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines- take notes!
positive,@USAirways 4469- thank you for asking.
positive,@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?
negative,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.
positive,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE
negative,@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video- no power &amp
positive,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
negative,@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
negative,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
negative,@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.
negative,@AmericanAir 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend
negative,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
negative,@united I'm glad you didn't mean to- but it doesn't excuse your inefficiency! Only took 70min for the bags- we were your only arrival flight
positive,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA
negative,@united you are terrible.
positive,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.
negative,@AmericanAir I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful
negative,@AmericanAir is terrible- my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again.
negative,@USAirways How many agents do you have working to handle the thousands of calls?
positive,@AmericanAir Yep- was in one of my other camera memory card :D
negative,@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min
positive,@united followed you and DM'd you
negative,@united was trying to change a flight online but got an error can you help via DM?
negative,@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU- i arrived in paris and nothing-(1)
positive,Happy for SFO- but hopefully you'll add PDX soon “@JetBlue We added two new destinations (FLL and SFO) from Las Vegas in the last year!”
negative,@AmericanAir my bag is still in Miami and cannot be located?! How do you loose a bag like that? With a tag and everything?? (2)
negative,@AmericanAir my two coats were in that bag so i have been in france with no coat- walking around with a T shirt and one clean pair.(3)
negative,@AmericanAir Flight Cancelled Flighted 2nd time. Can't reach agent to reschedule. Can you call me?
negative,@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight- the. No push back crew. 2hrs delay.
negative,@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4)
negative,@AmericanAir me because it might not be so urgent for you but it really is for me. (5)
negative,@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.
negative,@AmericanAir How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy- but need help.Thanks
negative,@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.
negative,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp
negative,@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6)
positive,@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees
positive,@SouthwestAir   Are flights going into Dallas this morning?   Thanks
negative,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail
positive,@united the child is two years old
positive,@AmericanAir More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei
negative,@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.
negative,@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the
negative,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?
negative,@AmericanAir but really- can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call
negative,@AmericanAir at 5 am and have no clue if we have a place to stay or not
negative,@SouthwestAir thank you for Cancelled Flighting my flight- last minute of course- to #GIS2015. I'm now missing one full day of my trip thanks to this!
negative,@AmericanAir so am I going to be homeless or do I have a place to stay tonight? Can you respond to me here so I can go back to sleep?
positive,@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass
negative,@JetBlue is so sloooooow today
negative,@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag- absolute disgrace!
positive,@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the
positive,@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego
negative,@AmericanAir Thank you for the worst experience ever on an airline- from me to you- I hope your embarrassed as an airline. Pathetic
positive,@AmericanAir Can you respond to my DM?
negative,@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.
negative,@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you
positive,@AmericanAir we have been rebooked due to weather- but need to change our reservation and fly on the 24th- instead of the 23rd.
negative,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
negative,@AmericanAir that all AA is for USAir Elite members. It's one big disappointment in the way we are treated. #epicfailure
negative,@AmericanAir why wont you find my luggage without blaming everyone else?
negative,@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.
negative,@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me ð
negative,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.
negative,@AmericanAir waited in the airport for two days to get home- not weather reLate Flightd. Dealt with horrible customer service. Finally switched to
negative,@AmericanAir westjet and your rep won't do anything about my lost luggage- which I never even checked with westjet because it was lost in
negative,@AmericanAir @loganex except if you call now you'll get the same message. Trust me- I've tried.
negative,"@AmericanAir LGA already by the time we pulled from the flight. QQBMUG. feel free to look up how many flights we've been ""reticketed"" on."
negative,@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?
negative,@united First complaint filed on Feb 11th- over 10 days now and still no response....disappointed but not surprised....
negative,@AmericanAir @nickcunningham1 Except now there is no wait time- the phone system just hangs up on you. So continuing to hold won't help.
negative,@AmericanAir been on hold for for over two hours. After waiting 2 hours earlier. Can't get any info on my reservation. How is that ok?
positive,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!
positive,@AmericanAir thanks. They did not charge anything in the end so all is good.
positive,@united hi JP- with the help of an awesome TSA representative- I was able to get it all taken care of. Thank you!
positive,@united I am impressed with your super-fast reply to @CGJase
positive,@united yes please. Going to drive the 6 hours.
negative,@USAirways. wow- awful customer service.
negative,@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.
negative,@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr
negative,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp
negative,@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all
negative,@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy
negative,@AmericanAir 953 our  fligth Somthing to talk  about this?
negative,@united this is the second time my flights been Cancelled Flightled... Like really?
positive,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
negative,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
positive,@united basically- I need to leave from Hawaii Late Flight evening (midnight) and get back to Philly Late Flight Monday night. Most trips get me in Tues
negative,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
negative,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
positive,@VirginAmerica is the best airline I have flown on.Easy to change your reservation-helpful representatives &amp
positive,@AmericanAir Thanks guys- you got it. I'm heading to Milan on Wednesday- so big week with the AA family :)
negative,@USAirways as the employee responsible for social media content- yes u probably do care however the actions from last night say otherwise
positive,@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien
negative,@united literally sucks
negative,@AmericanAir yes but you did manage to lose two of our bags. Horrendous airline.
negative,@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!
negative,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else
negative,@united Do you have a further update on the suitcase today please.
positive,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.
negative,@united flight landed 13 hours ago- 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH
negative,@AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag! Really not happy
negative,@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept- as your agent offered little help
negative,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️
negative,@united changed my last name for my MileagePlus acct on the site in an hour. @BA_USA had me on hold for 20mins- then 5 days &amp
negative,@AmericanAir Flight AAL65 declared state of emergency? Squawking 7700...
negative,@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours- you've now lost 2 of our bags. Worst airline ever.
negative,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!
positive,@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is- I've never flown with you. Ever. #concerned #scam?
negative,@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline. Get it together.
negative,@AmericanAir a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good
negative,@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!
positive,@AmericanAir Hi guys- can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks- John.
negative,@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?
negative,@USAirways flt 419. 2+ hrs Late Flight- baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp
negative,@AmericanAir #worstcustservice you should have contingency plans for extra workers during bad weather. 4+ hours hold #ridiculous
positive,@AmericanAir When did they start to sell water @AdmiralsClub ?
positive,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?"
negative,@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview
negative,@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite- after we bailed them out' Airline
negative,@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled- again.
negative,@AmericanAir Hey- what's happening with #AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow
positive,@AmericanAir Thanks :-) Good to be back safely. See you again soon!
negative,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed
positive,@AmericanAir is flight 2413 to LA delayed?
negative,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume."""
negative,@USAirways hello??? Anyone there?
positive,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to youð http://t.co/KMQuLY9
positive,@united Any news about the departure of the flight UA51?
negative,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process."
negative,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail
negative,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???
negative,@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome
negative,@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff
positive,@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!
negative,@AmericanAir its now 17 days since I contacted customer relations... #surf #fail #BaggageDrama http://t.co/CS1673hrqQ
positive,@united hi -- @united was. Thank you!
positive,That's not the case.. They sent me a email with a link- I'll show you.. @USAirways http://t.co/hb799CCo0t
negative,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf
negative,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever
negative,@AmericanAir can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!
negative,@AmericanAir - cruel &amp
negative,@AmericanAir Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???
negative,@AmericanAir POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!
positive,@AmericanAir got a callback at 1 am- took care of it. thanks.
positive,@AmericanAir - CHECK DM PLEASE!
negative,@AmericanAir thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjWoo7Qi
negative,@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff
negative,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.
negative,@AmericanAir even when I did get through- no one knew anything about my bag. This is ridiculous- I still don't have my bag from Saturday.
negative,@AmericanAir not sure why we are being made to stand in line outside for plane that isn't ready to board when I could be sitting inside
negative,@JetBlue Rats- that's a bummer!
negative,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa"
positive,@AmericanAir hi do you have a phone number to ring from uk regarding claim for our Late Flight flight departure claim amount agreed just had no
negative,@AmericanAir you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!
negative,@AmericanAir no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated
negative,@AmericanAir husband &amp
positive,@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!
negative,@AmericanAir - I was told my flights 2516 &amp
positive,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.
negative,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air""."
positive,@AmericanAir I Love American Airlines :D
positive,@USAirways Is your refund system down?
negative,@united just sent you a message on Facebook- how do I follow up a complaint re. Missing clothing out of checked baggage?
negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
positive,@SouthwestAir have sent you a DM with the details. Thanks!
positive,@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?
negative,@united I have sent a message with a bag tag. Have you looked?
negative,@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard-#notcomingback
negative,@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.
positive,@united Will definitely do so. Sending a DM now.
negative,@JetBlue not an issue but I think training &amp
negative,@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke- right?
negative,@AmericanAir way to ruin a vacation- my brother has called all night and had multiple places in line only to get dead air on call back
negative,@AmericanAir 3days and no call-bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane-#help
negative,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.
negative,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send."
positive,@JetBlue Thanks JB. Actually- As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.
positive,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.
negative,@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp
negative,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!
negative,@jetblue are going to let Fl382 into a gate in BOS any time soon? We're just sittin' here on the tarmac  waiting.
negative,@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.
negative,@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp
negative,@united no they did not want to deliver at my house. Had to go to sombrons else house
negative,"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u"
positive,“@USAirways: @hegshmeg O” thank you for that elaborate response
negative,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???
negative,@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.
negative,@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time- so I hope I get a call back ASAP.
negative,@SouthwestAir my bag was lost- and according to the rep they don't even know where it is- Please help.
negative,"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering"
negative,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
negative,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines
negative,@AmericanAir how do I see your report team?
positive,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother
negative,@united well for a start it would be nice if your ticket was actually in the system when you change a flight
negative,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether
positive,@AmericanAir QSVGRU when would the next flight arrive?
positive,@united Thanks. Got it straightend out last night.
positive,@AmericanAir .. UMM hello?
negative,@AmericanAir.If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it.#AmericanAirlines
negative,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.
negative,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?
negative,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly
negative,@AmericanAir why is there only one checkpoint open at JFK terminal 8? Ridiculous.
negative,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...
positive,@united Was able to send the DM. All good now.
positive,@SouthwestAir   Thanks
negative,.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.
negative,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
negative,@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?
negative,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.
negative,@AmericanAir @Active_Aly thx. We have already been on the iberia website- and seat reservation is unavailable. Hopefully we can call them.
negative,@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!
positive,@AmericanAir Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!
negative,@USAirways We take Late Flight to a whole new level!
positive,@AmericanAir thank you...I know it's a busy for you today but any help would be appreciated...
negative,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy
negative,@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is- is not cool.
negative,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.
negative,@AmericanAir I am still waiting for that call back. Stranded and no one to talk to
negative,@united @ShowExpert what is going on with United's Mileage Program? You pay $500 for a ticket and get a fraction of that as PQD credit?
positive,@united and learn how to book flights. http://t.co/MHHS9RUpLv
negative,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.
negative,@AmericanAir called last night- after 10hrs got call back- can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW
positive,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
positive,@USAirways thank you for the apology
negative,@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!
negative,@AmericanAir I'm trying to register since 12:00-don't want to be separated from my brother during the15hours flight!There're few places left
negative,“@AmericanAir: @mwangbickler We apologize for your frustrations- Michael. Have you been rebooked?” -got call back after 10 hours. Bad.
negative,@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.
negative,@AmericanAir stranded in Miami because your automated system keeps hanging up on me for two days. Help !
negative,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail
negative,@AmericanAir Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD
positive,@AmericanAir  @SouthwestAir  — Y'all will like this one. http://t.co/hF8aJZ4ffl
negative,@united you need a bag bouncer. Get it together
positive,@JetBlue no one yet but some- fl 8162
positive,@USAirways : Maybe You Should Drive #usairwaysfail
negative,@AmericanAir I understand a bit of a wait- but I called at 6:23 pm and didn't get a call back until just after 11:00 pm- that's not cool
negative,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?
negative,@AmericanAir my flight 129 to dallas and 259 to SFO has been Cancelled Flighted and they can't get me on anything else until tomorrow. You won't put
negative,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg
negative,@AmericanAir me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back
positive,@USAirways Do your flight schedules to - from Quintana Roo- Mexico reflect their newly adopted time zone change to EST?
negative,@AmericanAir  help. Flight to Dallas was Cancelled Flightled this morning from cle. on hold for  3 hours. Need to be booked on next flight out.
positive,@SouthwestAir arrangements to reimburse me for the rental I had to get?
negative,@AmericanAir from a service rep but that hasn't happened yet. I'm honestly fed up and sick of this. No notice when my flight got Cancelled Flighted
negative,"@JetBlue Are you having any issues with online check-in? My colleague and I are getting ""Webpage not available"" after submitting online form"
positive,@united sitting in the middle for the first time .. Hope it works out well
negative,Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!
negative,@AmericanAir If you care- could you have someone call me to explain what is going on.
negative,@united you've been officially displaced by @DeltaAssist for better flight experience- pleasant cabin crew and timeliness. UA 1m switching!
negative,@AmericanAir no email no phone call no nothing. You've screwed with my flight and my family/Friends flights. You Cancelled Flighted reservations for
positive,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp
positive,@AmericanAir Sorry- what equipment? Have the passengers been allowed to return to the plane?
positive,@USAirways  I just reserved a flight with my companion certificate- where do I mail the certificate for verification???? THX!!!
negative,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.
negative,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
